學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,前一學年度錄取1年級在學學生人數(A),當學年度2年級在學學生數(B),前一學年度學生就學穩定率(%)(C)(C=B/A)
114,私立,技專校院,1023,南臺學校財團法人南臺科技大學,五專,202,185,91.58
114,私立,技專校院,1024,崑山科技大學,學士班(日間),796,659,82.79
114,私立,技專校院,1024,崑山科技大學,學士班(進修),500,408,81.60
114,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),1300,1186,91.23
114,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(進修),486,402,82.72
114,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,五專,148,134,90.54
114,私立,技專校院,1026,樹德科技大學,二專(進修),177,118,66.67
114,私立,技專校院,1026,樹德科技大學,學士班(日間),1231,1017,82.62
114,私立,技專校院,1026,樹德科技大學,學士班(進修),715,501,70.07
114,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),709,647,91.26
114,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(進修),47,46,97.87
114,私立,一般大學,1027,慈濟學校財團法人慈濟大學,五專,217,194,89.40
114,私立,一般大學,1028,臺北醫學大學,學士班(日間),904,846,93.58
114,私立,一般大學,1029,中山醫學大學,學士班(日間),1378,1276,92.60
114,私立,一般大學,1029,中山醫學大學,學士班(進修),36,32,88.89
114,私立,技專校院,1030,龍華科技大學,學士班(日間),1178,937,79.54
114,私立,技專校院,1030,龍華科技大學,學士班(進修),701,249,35.52
114,私立,技專校院,1030,龍華科技大學,五專,220,208,94.55
114,私立,技專校院,1031,輔英科技大學,學士班(日間),1098,980,89.25
114,私立,技專校院,1031,輔英科技大學,學士班(進修),555,439,79.10
114,私立,技專校院,1031,輔英科技大學,五專,509,485,95.28
114,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(日間),6,6,100.00
114,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(進修),58,40,68.97
114,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),921,785,85.23
114,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(進修),881,722,81.95
114,私立,一般大學,1033,長榮大學,學士班(日間),852,724,84.98
114,私立,一般大學,1033,長榮大學,學士班(進修),52,22,42.31
114,私立,技專校院,1034,弘光科技大學,二專(進修),47,34,72.34
114,私立,技專校院,1034,弘光科技大學,學士班(日間),1835,1651,89.97
114,私立,技專校院,1034,弘光科技大學,學士班(進修),1011,789,78.04
114,私立,技專校院,1034,弘光科技大學,五專,56,55,98.21
114,私立,一般大學,1035,中國醫藥大學,學士班(日間),1225,1171,95.59
114,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),951,785,82.54
114,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(進修),1031,787,76.33
114,私立,技專校院,1037,正修學校財團法人正修科技大學,二專(進修),322,254,78.88
114,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),1628,1377,84.58
114,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(進修),2062,1734,84.09
114,私立,技專校院,1037,正修學校財團法人正修科技大學,五專,79,68,86.08
114,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),1158,928,80.14
114,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(進修),753,494,65.60
114,私立,一般大學,1039,玄奘大學,學士班(日間),101,88,87.13
114,私立,一般大學,1039,玄奘大學,學士班(進修),54,42,77.78
114,私立,技專校院,1040,建國科技大學,二專(進修),23,20,86.96
114,私立,技專校院,1040,建國科技大學,學士班(日間),319,274,85.89
114,私立,技專校院,1040,建國科技大學,學士班(進修),359,274,76.32
114,私立,技專校院,1041,明志科技大學,學士班(日間),960,876,91.25
114,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,二專(進修),22,15,68.18
114,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,學士班(日間),147,104,70.75
114,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,學士班(進修),112,79,70.54
114,私立,技專校院,1043,大仁科技大學,二專(進修),33,22,66.67
114,私立,技專校院,1043,大仁科技大學,學士班(日間),456,369,80.92
114,私立,技專校院,1043,大仁科技大學,學士班(進修),631,545,86.37
114,私立,技專校院,1043,大仁科技大學,五專,67,62,92.54
114,私立,技專校院,1044,聖約翰科技大學,二專(進修),13,10,76.92
114,私立,技專校院,1044,聖約翰科技大學,學士班(日間),35,25,71.43
114,私立,技專校院,1044,聖約翰科技大學,學士班(進修),35,27,77.14
114,私立,技專校院,1045,嶺東科技大學,學士班(日間),1398,1202,85.98
114,私立,技專校院,1045,嶺東科技大學,學士班(進修),646,423,65.48
114,私立,技專校院,1046,中國科技大學,二專(進修),45,35,77.78
114,私立,技專校院,1046,中國科技大學,學士班(日間),743,581,78.20
114,私立,技專校院,1046,中國科技大學,學士班(進修),404,314,77.72
114,私立,技專校院,1047,中臺科技大學,學士班(日間),1062,943,88.79
114,私立,技專校院,1047,中臺科技大學,學士班(進修),634,532,83.91
114,私立,技專校院,1047,中臺科技大學,五專,42,41,97.62
114,私立,一般大學,1048,亞洲大學,學士班(日間),2316,2132,92.06
114,私立,一般大學,1048,亞洲大學,學士班(進修),77,50,64.94
114,私立,一般大學,1049,開南大學,學士班(日間),506,255,50.40
114,私立,一般大學,1049,開南大學,學士班(進修),272,194,71.32
114,私立,一般大學,1050,佛光大學,學士班(日間),354,311,87.85
114,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(日間),1595,1422,89.15
114,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(進修),350,271,77.43
114,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,五專,170,159,93.53
114,私立,技專校院,1052,中信金學校財團法人中信科技大學,二專(進修),58,46,79.31
114,私立,技專校院,1052,中信金學校財團法人中信科技大學,學士班(日間),200,161,80.50
114,私立,技專校院,1052,中信金學校財團法人中信科技大學,學士班(進修),199,143,71.86
114,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(日間),388,319,82.22
114,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(進修),183,153,83.61
114,私立,技專校院,1054,景文科技大學,二專(進修),22,13,59.09
114,私立,技專校院,1054,景文科技大學,學士班(日間),600,479,79.83
114,私立,技專校院,1054,景文科技大學,學士班(進修),298,192,64.43
114,私立,技專校院,1055,中華醫事科技大學,二專(進修),43,30,69.77
114,私立,技專校院,1055,中華醫事科技大學,學士班(日間),697,619,88.81
114,私立,技專校院,1055,中華醫事科技大學,學士班(進修),417,277,66.43
114,私立,技專校院,1055,中華醫事科技大學,五專,713,665,93.27
114,私立,技專校院,1056,東南科技大學,學士班(日間),327,241,73.70
114,私立,技專校院,1056,東南科技大學,學士班(進修),92,67,72.83
114,私立,技專校院,1057,德明財經科技大學,學士班(日間),671,568,84.65
114,私立,技專校院,1057,德明財經科技大學,學士班(進修),144,84,58.33
114,私立,技專校院,1060,南開科技大學,二專(進修),21,20,95.24
114,私立,技專校院,1060,南開科技大學,學士班(日間),110,85,77.27
114,私立,技專校院,1060,南開科技大學,學士班(進修),250,222,88.80
114,私立,技專校院,1060,南開科技大學,五專,37,31,83.78
114,私立,技專校院,1061,中華學校財團法人中華科技大學,二專(進修),56,42,75.00
114,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),186,134,72.04
114,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(進修),448,339,75.67
114,私立,技專校院,1061,中華學校財團法人中華科技大學,五專,44,42,95.45
114,私立,技專校院,1062,僑光科技大學,學士班(日間),1068,919,86.05
114,私立,技專校院,1062,僑光科技大學,學士班(進修),799,497,62.20
114,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),151,124,82.12
114,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(進修),636,538,84.59
114,私立,技專校院,1064,美和學校財團法人美和科技大學,二專(進修),35,28,80.00
114,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(日間),302,270,89.40
114,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(進修),563,489,86.86
114,私立,技專校院,1064,美和學校財團法人美和科技大學,五專,257,235,91.44
114,私立,技專校院,1065,吳鳳科技大學,二專(進修),102,91,89.22
114,私立,技專校院,1065,吳鳳科技大學,學士班(日間),350,294,84.00
114,私立,技專校院,1065,吳鳳科技大學,學士班(進修),516,448,86.82
114,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(日間),290,237,81.72
114,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(進修),403,324,80.40
114,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(日間),1512,1438,95.11
114,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(進修),564,499,88.48
114,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,二專(進修),175,155,88.57
114,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(日間),1206,964,79.93
114,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(進修),385,326,84.68
114,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,五專,171,146,85.38
114,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),85,73,85.88
114,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(進修),89,68,76.40
114,私立,技專校院,1072,大華學校財團法人敏實科技大學,五專,16,11,68.75
114,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,二專(進修),17,14,82.35
114,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(日間),762,601,78.87
114,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(進修),312,226,72.44
114,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(日間),768,664,86.46
114,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(進修),183,126,68.85
114,私立,技專校院,1075,文藻學校財團法人文藻外語大學,五專,513,483,94.15
114,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(日間),1550,1420,91.61
114,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(進修),679,524,77.17
114,私立,技專校院,1078,致理學校財團法人致理科技大學,五專,333,309,92.79
114,私立,一般大學,1079,康寧學校財團法人康寧大學,二專(進修),92,81,88.04
114,私立,一般大學,1079,康寧學校財團法人康寧大學,學士班(日間),24,20,83.33
114,私立,一般大學,1079,康寧學校財團法人康寧大學,學士班(進修),100,96,96.00
114,私立,一般大學,1079,康寧學校財團法人康寧大學,五專,541,495,91.50
114,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學士班(日間),225,164,72.89
114,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學士班(進修),630,501,79.52
114,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,五專,219,195,89.04
114,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,學士班(日間),302,161,53.31
114,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,二專(進修),48,40,83.33
114,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學士班(日間),488,381,78.07
114,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學士班(進修),524,468,89.31
114,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,五專,117,103,88.03
114,私立,技專校院,1084,亞東學校財團法人亞東科技大學,學士班(日間),1028,899,87.45
114,私立,技專校院,1084,亞東學校財團法人亞東科技大學,學士班(進修),36,34,94.44
114,私立,一般大學,1085,馬偕學校財團法人馬偕醫學大學,學士班(日間),225,212,94.22
114,私立,一般大學,1085,馬偕學校財團法人馬偕醫學大學,學士班(進修),25,21,84.00
114,私立,一般大學,1125,中信學校財團法人中信金融管理學院,學士班(日間),191,150,78.53
114,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,二專(進修),89,74,83.15
114,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(日間),231,178,77.06
114,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(進修),389,359,92.29
114,私立,技專校院,1183,黎明技術學院,學士班(日間),484,383,79.13
114,私立,技專校院,1183,黎明技術學院,學士班(進修),502,301,59.96
114,私立,技專校院,1183,黎明技術學院,五專,71,67,94.37
