學年度,設立別,學校類別,學校統計處代碼,學校名稱,當學年度全校總量內核定新生招生名額(A),當學年度全校新生保留入學資格人數(B),當學年度全校總量內新生招生核定名額之實際註冊人數(C),當學年度全校境外(新生)學生實際註冊人數(D),當學年度全校新生註冊率(％)E=〔(C+D)/(A-B+D)〕*100％,當學年度全校招生特色說明
111,私立,一般大學,1019,高雄醫學大學,1812,0,1682,62,93.06,高醫大創立於民國43年，是全臺第一所私立醫學院；民國88年改名為高雄醫學大學，也是全臺第一所私立醫學大學。創校68年來，歷經所有高醫人的努力耕耘，學校目前有七個學院、一個通識教育中心，以及一家醫學中心等級的附設中和紀念醫院，還有接受高雄市政府委託經營的小港、大同、旗津及籌建中的高醫附設岡山醫院，校、院相輔相成，形成一個南臺灣最大、最完整的醫學教育與醫療服務體系，使高醫學子擁有全方位的學習環境，是見習、實習的最佳場域。本校重視學生醫學人文與品德教育的培養，由師長帶領學生與附設醫院同仁一起援助原鄉和國際友邦的醫療服務，校院合作對社會責任的實踐深獲各界認同，歷年來已有46位師長與校友榮獲全國醫療奉獻獎，是得獎人數居冠的醫學校院。本校與國內各公立大學也有相關學程和學術研究的合作，更與其他頂尖大學開設跨域遠距視訊課程，為大家開啟了多元、跨領域學習的管道。
111,私立,一般大學,1020,南華大學,1588,0,1436,0,90.43,南華大學成立於１９９６年，是佛光山星雲大師發起「百萬人興學」募款而創設。本校秉持「提升生命價值與永續發展，培養慧道中流的南華人」的教育願景，以「生命關懷、公益公義、國際知名的教學卓越大學」為自我定位，實踐「以生命力帶動三好生命力、以學習力提升就業競爭力、以全球觀促進國際移動力」的教育理念，並以「生命教育、環境永續、智慧創新、三好校園」為辦學特色，致力打造為一所深耕生命教育邁向永續發展的大學。本校強調創新、跨域及自主學習，引導學生習得帶得走的能力及跨域能力。秉承星雲大師「做好事、說好話、存好心」的理念，形塑三好校園。此外，積極推動學生海外學習、２＋２雙學位及擴大國際交流與合作，促使「南華走向世界，世界走向南華」，以全面提升國際移動力。最後，本校致力推動「永續環境，營造樂活森林校園」，並以身心靈平衡為重點，強化生命教育、環境與永續發展，以實現「生命教育與環境永續典範大學」。
111,私立,一般大學,1021,真理大學,1631,0,723,59,46.27,【1】本校「通過」高等教育評鑑中心基金會大學校院校務評鑑;【2】本校獲教育部大專校院體育專案評鑑為「一等」(全國最優成績);【3】本校為獲教育部體育署表揚長期推動學校體育志工的5所優良大學;【4】本校獲台灣輔導與諮商學會頒發「推行輔導工作績優學校」;【5】本校「通過」國際標準組織ISO9001/IWA2教育品質管理驗證。
111,私立,一般大學,1022,大同大學,1122,0,811,27,72.93,一、本校位居臺北市中心，校區緊鄰北美館及花博公園，步行可至民權西路、圓山及中山國小捷運站，生活機能完善，是有志向學者的理想學習環境。二、本校建校六十餘年來素以培養國家發展所需的科學家、設計師、工程師與事業經營者著稱，傑出校友遍佈產、官、學、研各領域。三、本校辦學績效優異，屢獲教育部教學卓越計畫經費補助，各系所皆通過教育部系所評鑑與工程及科技教育認證（IEET），並連續十二年榮獲中國工程師學會評選為「產學合作績優單位」。四、本校積極發展與海外姊妹校之雙向交流，並與國內外一流企業進行密切產學交流，培育務實致用人才。五、本校學生在學期間須通過本校認可之英文能力檢定，方得畢業。未通過檢定的學生均納入本校英語自學方案輔導對象。應用外語學系英文畢業能力另規定之。如各系另有畢業規定，則依其規定辦理。六、本校尚志獎學金最多八學期共壹佰萬元。
111,私立,技專校院,1023,南臺學校財團法人南臺科技大學,4264,0,3249,67,76.56,本校以「信義誠實」為校訓，在校歌中清楚明示：以「樂育英才、造福社會、建設國家」為創校宗旨，學術及技術並重，並以嚴謹務實之辦學態度，規劃具前瞻性之學校總體發展目標與校務發展計畫，期能充分利用資源，強化教學品質與提升研發水準。本校參考標竿學校日本立命館大學之「畢業即就業」辦學理念，培育兼具專業技能與人文素養之務實致用產業人才。為建立「產學無縫接軌」的親產學校園環境，本校配合國家產業政策，著力於產業技術之創新改良，突破技術瓶頸，以協助產業發展為使命。
111,私立,技專校院,1024,崑山科技大學,2495,0,1718,416,73.31,地點最優、機能完備：在大臺南城鄉交會中心，共3路公車直達，鄰大灣交流道，近臺鐵和高鐵車站。20餘頃寬闊校園，臺南地區校地最廣之科技大學。周邊有大灣、成大和南紡購物中心等商圈，生活機能完備。  實習工廠、鏈結產業：學系多元且契合政府產業策略，為建構好就業環境，特按教育部類產線工廠規範，共打造4間國家級和7間校級的「類產線工廠」，作為學生實作場域，落實跨領域的技術實作課程，提高學生就業競爭力。  接軌產業、企業最愛：近臺南科學園區和科技工業區，產業資源連結豐富，具體培育學生擁有實作能力，超過1400家企業攜手簽訂人才培育計畫；與美國、日本等國產業推動國際產學合作。逾15萬餘名校友跨足各大產業，龐大綿密的網絡團結崑山校友，成為企業最愛。  學雜費最低、獎助金豐厚：學雜費是雲嘉南地區私立科大最低，善盡社會責任；運用外部補助款設各類獎助學金，讓學生安心就學；海外實習交流或研習，可申請補助來圓夢。
111,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,3427,3,2003,82,59.47,學校設置藥理、民生、人文暨資訊應用、環境永續、休閒暨健康管理等五大學院，目前計有23個系(所)、4個學位學程、4個科，另設5個一級研究中心，從事健康相關之研究與產業服務。  本校五大學院設置宗旨交織輝映『樂活創新服務』教育目標，各學院設置宗旨如下：「藥理學院」-『社區醫藥、保健服務』；「民生學院」-『利民厚生、健康全人』；「人文暨資訊應用學院」-『關懷和諧、創新服務』；「環境永續學院」-『環境健康、永續發展』；「休閒暨健康管理學院」-『永齡康健、樂活人生』。
111,私立,技專校院,1026,樹德科技大學,3171,0,2011,239,65.98,本校是一所以學生為主、教學為要、實務為重、產研為本、就業實務應用為導向之科技大學；營造具備優質化、多元化、國際化、及特色化之學習環境，培育術德兼備、誠懇踏實之優秀學生，使成為業界優先選用人才。  本校設有菁、群英入學獎助學金，鼓勵優質學生就讀。管理學院以「Topping式實習」為特色教學，協助輔導學生實習與就業，將學界與業界間的最後一哩予以接軌，達成畢業即就業；資訊學院以「快速循環教學法」為特色教學，扎實學生的專業能力，取得所需之國內及國際證照，提昇就業競爭力；設計學院開設菁英培育「校園設計師」課程，推動「跨文化創新與國際接軌」計畫培育具知識創新與國際接軌人才；應用社會學院以培養學生宏觀國際視野及多元文化包容意識，以成為有行動力的「世界公民」為目標；通識學院以「全人教育」之理念為基礎，秉持「學術、知性、快樂、希望」之校訓精神，培養具有人文與科學素養且知行合一具實踐力之新世紀公民。
111,私立,一般大學,1027,慈濟學校財團法人慈濟大學,930,0,553,43,61.25,(1) 高等教育教學評鑑100%通過學校  (2) 全球獨創「模擬醫學人文課程」學校  (3) 多元頻繁的國際交流活動  (4) 研究品質表現佳並具學術特色的學校  (5) 全國唯一「三軌輔導」特色學校  (6) 高獎助的安心就學學校  (7) 深耕臺灣邁向國際的社會教育發展  (8) 東部志願服務典範學校  (9) 國家永永續發展獎、東部唯一綠色大學示範學校
111,私立,一般大學,1028,臺北醫學大學,1390,0,1327,174,95.97,1.多元跨領域學程：為增進學生多元學習，發展跨領域專長，規劃數十門微學程及學分學程，修畢學程科目，可申請學程證書或學分證明書。 2.多管道見實習場所：擁有六家附屬醫院的醫學大學，包含臺北醫學大學附設醫院、萬芳醫院、雙和醫院、臺北癌症中心、新國民醫院及臺北神經醫學中心，共四千餘床的規模，已成為國內最大版圖的醫療服務教學院所之一，另與多家醫學中心結盟，具有豐沛學習環境。 3.本校與國立臺北大學、國立臺北科技大學及國立臺灣海洋大學組成「臺北聯合大學系統」。 4.另與東吳大學、文化大學、世新大學、淡江大學、銘傳大學、輔仁大學、實踐大學、大同大學、中原大學、逢甲大學及靜宜大學組成「優久聯盟」。
111,私立,一般大學,1029,中山醫學大學,1916,0,1588,44,83.27,為發揚中山醫學大學校訓-誠愛精勤之精神， 本校教育目標是以培養優秀之醫學人才、研究高深醫學知識，以提昇醫療品質， 使國人獲得最佳之醫療照顧並尊重每位病患應有之權益為宗旨。 本校以教學、研究及臨床服務為三大任務， 且以培養傑出醫學人才為主，因此本校之教學，除教導學生追求豐富之醫學知識外， 更重視其完整人格養成，藉此實現創校之目標，進而使中山醫學大學成為世界優質之醫學教育中心及醫療重鎮。
111,私立,技專校院,1030,龍華科技大學,2826,1,2360,604,86.44,本校自民國58年創校以來皆秉持「務實、卓越、創新」之核心理念，以「培育兼具專業技術及人文素養的博雅科技實務人才」為教育宗旨。民國90年因辦學績優成為北臺灣地區第一所私立科技大學，但仍堅持定位為「為產業培育優質實務人才、提供創新技術服務之卓越實務應用型產業大學」，以培養產業界所需之優質實務人才為主要教育目標，避免純學術化，堅持保有創校時鮮明之技職教育特色，相關績效卓越。本校亦連續5年榮獲《Cheers》雜誌評選為全國TOP 20辦學績優學校。近年來，本校整體辦學績效卓著，被教育部遴選為辦理自我評鑑之學校，108年度管理學院及各系通過華文商管學院認證（ACCSB）；109年度工程學院各系通過IEET國際技術教育／資訊教育（TAC/CAC）週期性認證；109學年度通過科大校務評鑑及人設學院各系自我評鑑。辦學績效獲教育部肯定，連續5年獲高教深耕計畫，補助金額連續5年成長。
111,私立,技專校院,1031,輔英科技大學,3086,0,2257,111,74.07,本校於民國47年創校，為全國第一所私立醫護類職業學校，民國91年改名為科技大學，為第一所除了護理類科之外，發展相關醫學、理工與人文的私立科技大學。為全國科技大學中唯一設有附設醫院的學校，以培育健康科技專業人才為教育目標。本校設有碩士班、四技、二技及五專四種學制，共16個系所，並榮獲教育部之高等教育深耕計畫、優化技職校院實作環境計畫、產業學院計畫、勞動部就業學程計畫等，爭取補助金額達1億元以上。連續5年榮獲亞洲學生交流計畫白金獎及6次日本名古屋世界青年會議白金獎。醫護國考證照通過率均超過全國考照率，護理師通過率達8成以上，歷年來多位學生國考名列前十名，成績顯著，其中護理師、醫檢師、營養師及工業安全類科皆榮獲全國榜首及第2名。105-109學年度畢業生之升學就業率皆近9成。校內設有10個通過政府認證的專業技術鑑定試場並設置高齡全程照顧人才培育中心與老化及疾病預防研究中心。
111,私立,技專校院,1032,明新學校財團法人明新科技大學,2888,0,2154,300,76.98,產業大學 企業最愛 ：  2021及2022連續2年1111人力銀行「企業最愛大學調查」排行私立科大全國第三名、桃竹苗區第一；「104半導體人才白皮書」調查為2021半導體業最愛大學生前5大，與臺清交成並列；遠見雜誌2022「臺灣最佳大學排行榜」名列私立科大前12強，「國際學生數比」指標排名全國第二，同時入選「年度MVP學校」辦學最佳私立科大Top10，「2022企業最愛公私立技職科大調查」名列「工程」、「資訊」領域的企業最愛私立科大第二，畢業生起薪私校第一，優於國立科大。  技職金牌 入學即就業：  以「產業大學」為定位，新成立「半導體學院」及「半導體封裝測試工程師能力鑑定考場」，結合AR、VR建置「APEC國際會議模擬教室」，設置「智慧製造人才培育基地」，增設全國第一個「風力發電學士學位學程」，秉持務實致用的技職教育精神，課程融入產業趨勢，企業合作育才首選，學用零落差，學生畢業即就業！
111,私立,一般大學,1033,長榮大學,2421,0,1264,59,53.35,長榮大學之擘劃設立，乃沿襲臺灣基督長老教會之歷史傳統暨文化特色，承續英國宣教師敬虔上主、啟迪智慧，渡台興學傳道之精神，竭志弘揚真道，恪遵　基督耶穌公義、博愛、救世愛人之教訓，崇尚民主自由學風，恢宏創意思考，拓展國際視野，致力全人永續教育，美化身、心、靈，肯定生命尊嚴與價值。教育宗旨：長榮大學之創設，秉持基督耶穌救世愛人之精神，旨在造就負有「虔誠、勤奮、榮譽、服務」之博學宏才，胸懷國家、貢獻社會、服務人群，務期實踐辦學之異象與使命。教育目標：建立自由、民主、多元、開放學風的校園，揭櫫「終身教育」的理念，培育能學問思辨、適應創新、卓越領導、前瞻宏觀，並著重「管理科學」、「健康科學」與「人文社會」、「資訊工程」、「宗教研修」素養之優秀青年，期使他們成為兼具博愛、公義、服務與奉獻精神之高級知識份子和現代化公民。
111,私立,技專校院,1034,弘光科技大學,3411,0,2955,103,87.02,"本校秉持「以人為本、關懷生命」的辦學理念，招生系所科有：護理系所(含博士班)、護理科、學士後護理系、物治系、營養系所、生科系所、動保系(含學士學位學程)、語聽系、老福系所、健管系所、食科系所、餐旅系、妝品系所、美髮系、幼保系、文創系、運休系、溝通英語系、多遊系、環安系所、醫工系及智科系。本校辦學績效深獲肯定，108-111年度共獲教育部高等教育深耕計畫經費補助達4億7,016萬元(108年度1億1,300萬元、109年度1億1,847萬元、110年度1億1,902萬元、111年度1億1,967萬元)。108學年度科技大學評鑑結果，全數獲得通過。108學年自辦品保認定審查結果，15個受評系所全數「認定」，是國內技職校院第一所獲此佳績的學校。本校現階段以提升畢業生多元競爭力、擴增產學創新研發能量、加強社會參與善盡社會責任為目標，朝向「健康與民生領域的頂尖科技大學」之願景邁進。"
111,私立,一般大學,1035,中國醫藥大學,1721,0,1614,130,94.22,大學部招生特色說明：  一、以本校校訓「仁慎勤廉」為培育人才之最高原則，培養兼具科學能力及人文關懷素養之醫事人才。  二、配合多元入學之機制，落實公平公正，平衡城鄉及適性選才之功能。  三、促進各系發展自我特色。  四、保障弱勢學生教育機會。    研究所招生特色說明：  一、彈性招生：  (一)每位考生可跨院報名3個系所，提供學生多元選擇興趣及研修領域  (二)系所不分組招生(教學分組)。  二、鼓勵優秀大學部學生上修碩士班課程，於正式進入碩士班後，可抵免部份課程學分，縮短修業年限。  三、逕讀博士班：  (一)以學生正向學習態度為口試甄選之要項   (二)鼓勵本校優秀學生逕讀博士學位，縮短修業年限。  四、提供優秀研究生入學獎勵及各項獎助學金，吸引優秀學生就讀。
111,私立,技專校院,1036,健行學校財團法人健行科技大學,3174,0,2090,293,68.73,1.重視品德人格教育：本校校訓「好學有禮」，目的為型塑「有禮」的校園文化，以身教及境教培養學生的職場倫理與工作態度。  2.推動專業與實務結合之特色學程與課程：本校課程規劃與教育部UCAN職業架構銜接的專業學程，使學生可以依其發展方向選修相關學程與報考相關證照，並開設實習課程，透過實習結合所學運用，協助培養學生的職場競爭力。  3.多元外語文能力與國際交流活動：本校開設多種語言課程(例如：日語、英語、韓文、越南文等)供學生修習，以提升學生的國際競爭力。  4.重視多元學習與社團活動：本校將社團活動列入必修課程，讓學生除在校學習專業外，以培養群體活動與拓展人際關係。
111,私立,技專校院,1037,正修學校財團法人正修科技大學,5439,2,4128,444,77.74,1.教學品質保證：獲教育部『典範科技大學』之肯定；連續12年獲教學卓越大學獎勵，另被評比為產學合作頂標學校且科大評鑑成績超越國立科大。   2.學制設置完整：設博、碩士(在職)班、日四技、五專(土木及建築科)，進修部四技、二專、二技、產學攜手、雙軌旗艦與產學碩士等具實務導向專班，提供升學與就業機會。   3.招生管道多元：提供技職繁星入學、特殊選材、高中申請入學及技優甄審、甄選入學、運動績優單招、聯合登記分發、日四技單招及四技進修學制單獨招生等多元入學。   4.落實技職特色：每年邀請近千位產業界專業人士協同授課與產業實質接軌；更連續24年獲頒產學合作績優獎，全面提升學生實務力與就業競爭力。   5.優渥獎助學金：訂定研究生、四技新生等入學獎勵辦法，入學後提供各類獎學金、助學金及工讀機會。
111,私立,技專校院,1038,萬能學校財團法人萬能科技大學,2716,6,1975,129,74.11,1.航空城大學全國唯一：離桃園機場最近的科大享享豐富航空產業資源。2.億元獎助學金北臺灣之冠：近5年(106-110年)獎助學金總額達6億元。3.全國技能競賽冠軍二連霸：110與111年全國技能競賽勇奪11金5銀8銅，總獎牌數(46座)與金牌數蟬聯全國第一。4.電競專班全國冠軍：110年教育部指導英雄聯盟勇奪冠軍。5.校園優美學習空間首屈一指：河濱大道與五星級宿舍，生活學習空間北部科大首屈一指。6.高教深耕教學卓越重點大學：教育部肯定整體發展績優科大。7.實習就業全國第一：大四全面實習，就業率全國名列前茅。8.國家檢定考場全國第一：勞動部肯定國家級考場數量與設備全國之冠，協辦11職類全國技能競賽。9.航空餐旅全國最大：觀光餐旅暨管理學院人數達5000人，跨2種以上專業領域學習，提昇國際就業競爭力。10.交通便捷生活機能完備：鄰青埔高鐵特區，三鐵與機場便利交通網，中壢車站每十分鐘發車到校內。
111,私立,一般大學,1039,玄奘大學,664,0,396,37,61.77,玄奘大學是由佛教界集資興建的高等教育學府，民國86年3月25日奉教育部核准成立，並於86學年度開始招生。93學年度獲教育部正式核定升格大學，配合增設系所及學院系所調整，分別設立社會科學院、傳播學院、國際餐旅暨管理學院及藝術設計學院，建構完整的大學學院組織架構。本校獲得教育部教學卓越計畫補助，在大學校務評鑑，獲高等教育評鑑中心五個項目全數認可通過，未來將持續深耕成為教學卓越大學。本校的設校宗旨為：研究學術、培育人才、傳授知識，並以正知正見闡揚真理，淨化人心，服務社會，促進國家發展。為德業陶冶、悲智本懷、勤奮自發、堅毅自強等精神，訂定德智勤毅為校訓。因此，本校秉持效法玄奘堅毅精神，開創承先啟後的生命無限價值；透過全人教育，以期能透過專業學院一通識教育，由專業發展、個人自主、社會關懷、職涯發展幾個面向，培育兼具專業職能，自主與務實、人文與社會關懷、多元文化視野的玄奘人。
111,私立,技專校院,1040,建國科技大學,1639,0,1085,58,67.35,1.教室、實驗室、辦公室、學生宿舍全面空調化，圖書館資訊化。  2.工程學院全面通過技術教育認證(TAC)。  3.與上銀科技、漢翔航空、鴻海科技、寶成工業、健椿工業、全興工業、九族文化村、宏全國際、統一渡假村、福泰商務飯店、永豐棧酒店、曼都國際、媚登峰國際、泰金寶科技（海外）公司等數十餘所大型企業簽訂產學合作，提供學生實習及就業機會。  4.重視創新研發與產學合作，協助中部地區中小企業之創新研發，提升企業競爭力。  5.訂有學生基本能力畢業門檻及相關輔導措施，鼓勵學生參加海外實習提升學生之國際就業競爭力。  6.與國內67所高中職結合成策略聯盟合作關係，共享教育資源。  7.重視大學國際化與15個國家216所大學簽訂合作協議。  8.訂定健康、綠能、智動化為發展核心，並融入教學成為特色。
111,私立,技專校院,1041,明志科技大學,1032,9,982,34,96.12,本校設有工程學院（機械工程系、電機工程系、電子工程系）、環境資源學院（化學工程系、材料工程系、環境與安全衛生工程系、環資跨領域實務菁英班、半導體材料與製程學士學位學程）、管理暨設計學院（工業工程與管理系、經營管理系、工業設計系、視覺傳達設計系、數位行銷設計學士學位學程/實務專班）、不分院(工業人工智慧學士學位學程)，化工系另設生化工程碩士班，並設立能源電池科技博士學位學程與生醫暨醫材研發國際博士學位學程。本校綠地廣闊、景緻優美、讀書風氣盛，實施全薪專業工讀實習制度，與約150家中大型企業合作，大三學生均須在國內外企業實習一年，畢業即就業。秉承創辦人王永慶先生、王永在先生辦最好大學理念，自創校起即以著重勤勞樸實態度養成，實施全體住校、書院輔導、工讀實務實習等制度，加強專業知能培訓、充實通識教育及服務學習涵養，推動身心靈均衡的全人教育，培養畢業生成為產業最愛人才。
111,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,1224,0,300,0,24.51,高苑科技大學是全國唯一座落在「科學園區」內的國際型科大，為學生HOLD住國際級大廠的就業機會；配合政府新南向政策，開設產學合作國際專班，招收來自印尼.越南.菲律賓及柬埔寨等多國優質學生，連結海外實習達成國際產學合作雙贏的局面，是一所優質的「國際型科技大學」；積極推動學生前往日本、美國、加拿大、新加坡等地海外實習，培養學生的跨文化溝通能力並拓展國際視野，使學生在就學期間就已經寫下人生第一張黃金履歷表；首創「一生六師」(班級導師、業界導師、課程教師、課程業師、職涯導師與實習場域導師)，與產業界一同培訓每一位在校同學；積極推動三創（創意、創新、創業）教育，也鼓勵師生投入專利發明，亮眼成果高度表現在國際發明與設計競賽；累計獲超過740面國際發明與設計競賽獎牌；國內外競賽共獲1472件獎項，榮獲德國紅點、IF、美國IDEA設計大賽大獎，成果獲國內外肯定；另設有卓越園區提供多元教學實習場域及交流園地。
111,私立,技專校院,1043,大仁科技大學,1830,2,1370,25,75.28,本校創校55年，以藥學起家，系所專業類別多元，設有藥學暨健康學院、休閒暨餐旅學院、人文暨資訊學院等3個學院，包括：5個研究所、17個系所(含學位學程)。因應國內邁入高齡社會之潮流發展，依據本校「藥護智慧健康產業創新應用科技大學」之定位，開展智能藥學應用於教學與研究，整合護理、社工、長照等相關系所，聚焦「健康促進、關懷服務」，實踐本校成為「智慧藥護跨域長照人才培育中心」的目標。各系均建置與時俱進的專業實作設備，並不定期安排企業參訪及業師協同教學等，為學生之實習與日後就業預先鋪路；另設有融滲服務學習的通識課程。全校各系皆開設校外實習課程，建教實習合作廠商超過700家，畢業生就業率達90%以上。學生亦可參與常態性的海外實習、國際志工、參與國際發明展等活動，提升國際視野。每年開辦各類就業學程、產業學院課程，以學生為本，提升學生就業競爭力，學習、實習、就業、創業一條龍，畢業沒煩惱。
111,私立,技專校院,1044,聖約翰科技大學,389,1,137,0,35.31,本校提供多元的入學管道，設有【工程學院】、【商管學院】、【民生與設計學院】共3學院、9系、5研究所。招生學制計有日四技、進四技、進二技、進二專、碩士班、碩士在職專班，培育德才兼備，具整合與實作能力的人才。進二專以科技大學的教育資源，培育具創意思考、學用合一及務實致用的專科人才。本校日間部四技學生可參加校外企業實習、進修部與企業合作，提供同學日間工作機會，同學可依據專長與個人性向選擇適合的廠商就業。
111,私立,技專校院,1045,嶺東科技大學,2698,0,2290,35,85.07,本校自創校之初，即以「學以致用、誠以待人」為校訓，原以培育會計人才為辦學目標，並積極培育各領域產業發展所需的中高級商管專業人才，其後在臺灣由代工生產轉型發展下，成為商管及資訊並重的技術學院；近年則配合全球文創風潮大興，擴大培育追求創意設計與生活美學的設計與時尚人才。辦學目標秉持穩健發展，衡酌國際潮流及高教發展趨勢，在校務發展的整體方針上，以「專業優質、穩健成長、精緻規劃、特色創新」為辦學理念，以培育具有全人素養、專業知能、資訊運用及國際視野的優質人才為教育目標，近年更以「1.整合院系資源，打造特色專業；2.深化實務教學，對接產業需求；3.鏈結熱門產業，強化產學合作；4.鼓勵師生創業，實現育成創新；5.精進學生輔導，提升就業成效及6.活化既有資源，實踐社會責任」等六大面向凸顯辦學特色，期許成為一所「教學卓越的專業應用型大學」，並朝向「臺灣技職教育特色學府」的發展願景邁進。
111,私立,技專校院,1046,中國科技大學,2769,0,1653,30,60.13,"卓越教學豐碩：107-111年獲教育部補助共3億6,595萬元。 企業捐資助學：研揚科技捐資1億元，信義企業集團捐資4,273萬元。產學創新績優：與(490) 352家企業夥伴簽約，獲部會學生創業競賽獎累積617萬。競賽成果超群：2022年15座德國紅點設計獎，2022年洛杉磯獨立影展「最佳國際學生短片獎」、「最佳新人獎」，第55屆休士頓影展榮獲四項大獎，1111人力銀行「企業最愛大學2021調查」，全國私立技專校院第八。專業特色--規設院：規劃設計到智慧營建/數位影音到虛實擬真/技術專精到多元專長。管院：國際化服務溝通、智慧化服務管理、跨域企劃管理。資院：App安全檢測與開發、大數據智慧商務、智慧物聯網應用。"
111,私立,技專校院,1047,中臺科技大學,2781,0,1808,55,65.69,目前本校教學單位設有健康科學院、護理學院、人文及管理學院等三學院、15系（內含7系所合一碩士班及1博士班)、2獨立研究所與1碩士學位學程，以培育技術專業與人文關懷兼備之大健康產業優秀人才。此外本校亦開放多元學制與上課時間，提供高中職以上成人學習與在職進修，進修部上課時間多元，方便在職人士進修，務使社會青壯年能兼具經歷與學歷，成為社會中堅主力。於民國77年奉准成立夜間部醫務管理科後，陸續增設二年制夜間部護理科、醫事技術科、食品衛生科、放射技術科、幼兒保育科及資訊管理科，成為社會人士及產業員工繼續教育之重要管道。107年因組織再造，將日間部與進修部進行整併成為日進合一，並於教務處下設進修組統籌進修部業務;目前有12個系設有四技進修部，4個系設有二技進修部及4個在職專班研究所。
111,私立,一般大學,1048,亞洲大學,3196,0,2511,100,79.22,亞洲大學是一個前瞻，有遠見且快速成長的學校。創校四年即改制為亞洲大學，我們有新穎的教學設備與完善的學  生宿舍，不同性質的社團，豐富您的大學生活，達到身、心、靈的健康發展。除了注重專業知識的教導，我們也  重視人文素養及推動品德教育的提升，積極打造「人文特色和典雅藝術的花園大學」，例如：羅馬競技場外觀的  室內體育館、仿歐洲古宮殿外貌的行政大樓及圖書館，校園綠意盎然，襯托大小荷花池和太極湖，荷香凌波，桃李成蹊，校園處處有世界名家之藝術真品。亞洲大學附屬醫院也於105年8月1日起營運，秉持「救急、救心、救腦、救命」使命，照護臺中、南投、彰化等鄰近百萬民眾身體健康，並可提供亞大學生最近、最完善的實習場域，達到「專業、實習、就業」一條龍培訓，極受學生和家長喜愛。
111,私立,一般大學,1049,開南大學,1655,0,1173,94,72.44,一、開南大學設有商學院、觀光運輸學院、資訊學院、人文社會學院、健康照護管理學院、法律學院等六大學院。   二、擁有鄰近國際機場的優勢，培養具有國際前瞻性的觀光餐旅、物流及空運人才，並為順應資訊、網路為主軸的時代來臨，培養資傳、資管及數位媒體專業資訊人才。   三、為建立開南人隨時掌握全球資訊、吸收新知，本校設有樂活中心、大數據生活智慧館、語言教室、東京館、無線上網、4K影視後製中心、實驗劇場、主播影劇空間等，提升全校師生在E世代競爭環境應具備的國際化設備。   四、本校強調國際化人才的培育，推動全英語教學的商學院國際榮譽學程，並建構英語化的學習生活環境，開南人培育優質的世界公民，學習英語就在開南。   五、一流專業師資，重視教學品質，本校高達9成博士級師資比率領先全國(助理教授級以上師資)。   六、本校設有新生入學獎助學金及學業、證照獎學金以培植優秀學子。
111,私立,一般大學,1050,佛光大學,1100,1,772,37,71.21,本校位於宜蘭縣礁溪鄉，自民國82年開始籌設，歷經7年的環境影響評估及校區雜項工程施工，投入10餘億資金及無數人力物力，於89年7月正式招生。本校係一所社會性、綜合性的大學，不僅重視學生的專業能力，更在乎全人的發展。開辦之初，先獲准招收研究所，後再陸續開設學士班，其目的是以「碩、博士班」為基石，穩固教師質量及教學品質，並以研究所的先修理念規劃學士班的課程，期許同學可以具備成熟的人格特質和基本的學術研究能力。本校現有6個學院、15個學系及1個獨立研究所，學制含括學士班、碩士班、碩士在職專班及博士班，本校除榮獲教育部教學卓越大學、高教深耕計畫，並以發展精緻教學型大學為目標，積極鼓勵教師精進研究、激勵學生學習動機及提升學習成效、促進生涯與職涯發展，同時提升研究特色品質與增強國際化程度，以追求永續發展邁向卓越。
111,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,3009,0,1961,27,65.48,1.重大建設：110年10月竣工啟用的中央文創工場，提供學子更完善的教學實作空間。  2.教學卓越：107-111年獲教育部高教深耕計畫，5年共約1億9000萬餘元。  3.文創領航：以文化創意融入教學，學風自由活潑，重視創意發想。  4.多元價值：德、智、體、群、美、技六育並重，強調服務學習，培養體魄品德。  5.務實致用：強調實務學習，就業導向教學，與職場工作無縫接軌。  6.國際視野：營造國際化學習環境，促進學生國際交流，提升學生國際移動力。
111,私立,技專校院,1052,中信金學校財團法人中信科技大學,1153,0,570,110,53.84,"本校於民國89年開始進行創造力教育，並以創意實踐(I：Innovation)、人格教育(D：Discipline)、卓越教學(E：Excellence Teaching)、產學聯盟(A：Alliance)與關懷學生(L：Love)之IDEAL100為本校發展理念。檢視過去幾十年來執行成效，不論是在各種制度建置、教學環境改善、學生學習成效改善、學生就業能力提升等方面，皆有大幅的進步。其中，在創意教學部分：培養學生「想得到」能力，師生專利申請件數已超過5,175件，連續18年全國大學第一。在創新研發部分：培養學生「做得出」能力，國際發明展獲獎獎牌已超過680面，其中金牌超過230面，全國大學第一。在創業育成部分：培養學生產品「賣得掉」能力，創業競賽名揚國際。綜上所述，本校已儼然成為國內三創教育的標竿大學。"
